,ID,commenterID,articleID,comment,likes,commentID,replyID,date,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,5329,3224,258,"['march', '2021', 'even']",48,9278030,9278030,4mins ago,"['march', '2021', 'even']",3,0,0,0,0,5,3.0,0.0
1,5330,3225,258,"['so', 'more', 'lockdowns', 'on', 'the', 'horizon', 'then']",3,9278026,9278026,6mins ago,"['lockdown', 'horizon']",7,0,0,0,0,9,7.0,0.7143
2,5331,3224,258,"['march', '2021', 'even']",45,9278032,9278032,4mins ago,"['march', '2021', 'even']",3,0,0,0,0,5,3.0,0.0
3,5332,3224,258,"['march', '2021', 'even']",49,9278031,9278031,4mins ago,"['march', '2021', 'even']",3,0,0,0,0,5,3.0,0.0
4,5333,3226,258,"['we', 'will', 'be', 'paying', 'this', 'off', 'for', 'the', 'rest', 'of', 'our', 'lives', 'it', '’', 'll', 'definitely', 'be', 'greater', 'the', 'bank', 'bailout', 'net', '30bn']",1,9278040,9278040,3mins ago,"['pay', 'rest', 'life', 'definitely', 'great', 'bank', 'bailout', 'net']",21,0,0,0,0,10,23.0,0.5652
5,5334,3227,258,"['bloody', 'well', 'why', 'how', 'long', 'are', 'they', 'going', 'to', 'keep', 'crippling', 'the', 'countryeconomy', 'with', 'unnecessary', 'lockdowns']",1,9278029,9278029,4mins ago,"['bloody', 'well', 'long', 'go', 'keep', 'cripple', 'unnecessary', 'lockdown']",17,1,0,0,0,14,16.0,0.4375
6,5335,3228,258,"['only', 'another', 'two', 'lockdowns', 'to', 'go']",1,9278044,9278044,2mins ago,"['another', 'two', 'lockdown', 'go']",6,0,0,0,0,9,6.0,0.3333
7,5336,3229,258,"['hopefully', 'it', 'won', '’', 't', 'be', 'needed', 'around', 'late', 'febmarch', 'once', 'the', 'vulnerable', 'start', 'getting', 'vaccinated', 'en', 'masse', 'this', 'extension', 'just', 'gives', 'comfort', 'to', 'those', 'who', 'will', 'be', 'signing', 'off', 'and', 'returning', 'to', 'work', 'in', 'december']",18,9278048,9278048,1min ago,"['hopefully', 'win', 'need', 'around', 'late', 'vulnerable', 'start', 'get', 'vaccinate', 'en', 'masse', 'extension', 'give', 'comfort', 'sign', 'return', 'work', 'december']",34,0,0,0,0,10,36.0,0.4722
8,5337,3230,258,"['i', 'presume', 'the', 'headline', 'should', 'read', '2021', 'not', '2020']",46,9278038,9278038,3mins ago,"['presume', 'headline', 'read', '2021', '2020']",9,0,0,0,0,8,9.0,0.4444
9,5338,3231,258,"['what', 'about', 'the', 'ewss']",2,9278041,9278041,2mins ago,['ewss'],4,1,0,0,1,5,4.0,0.75
10,5339,3232,262,"['agree', 'with', 'all', 'the', 'above', 'points', 'let', '’', 's', 'get', 'this', 'show', 'back', 'on', 'the', 'road']",302,9277855,9277855,1hour ago,"['agree', 'point', 'let', 'get', 'show', 'back', 'road']",14,0,0,0,0,6,16.0,0.5
11,5340,3233,262,"['can', 'not', 'say', 'i', 'agree', 'with', 'the', '“', 'demand', '”', 'to', 'allow', 'indoor', 'dining', 'at', 'coffee', 'shops', 'the', 'science', 'shows', 'that', 'this', 'is', 'high', 'risk', 'scenario', 'for', 'cv19', 'transmission', 'i', 'for', 'one', 'would', 'rather', 'leave', 'the', 'pubs', 'and', 'coffee', 'shops', 'closed', 'for', 'a', 'few', 'more', 'weeks', 'yet', 'if', 'it', 'means', 'there', 'is', 'less', 'risk', 'in', 'the', 'meeting', 'family', 'over', 'xmas', 'itself', 'this', 'will', 'cause', 'another', 'level', '5', 'shutdown', 'in', 'january', 'if', 'the', 'restrictions', 'are', 'not', 'strict', 'until', 'closer', 'to', 'xmas', 'i', 'know', 'this', 'will', 'cause', 'hardship', 'for', 'many', 'but', 'keeping', 'these', 'businesses', 'closed', 'is', 'the', 'lesser', 'evil', 'when', 'it', 'comes', 'to', 'preventing', 'transmission']",130,9277881,9277881,1hour ago,"['say', 'agree', 'demand', 'allow', 'indoor', 'dining', 'coffee', 'shop', 'science', 'show', 'high', 'risk', 'scenario', 'cv19', 'transmission', 'one', 'would', 'rather', 'leave', 'pub', 'coffee', 'shop', 'close', 'week', 'yet', 'mean', 'less', 'risk', 'meeting', 'family', 'xmas', 'cause', 'another', 'level', '5', 'shutdown', 'january', 'restriction', 'strict', 'close', 'xmas', 'know', 'cause', 'hardship', 'many', 'keep', 'business', 'close', 'less', 'evil', 'come', 'prevent', 'transmission']",100,0,0,0,0,12,103.0,0.466
12,5341,3234,262,"['kevin', 'mcdonnell', 'there', 'are', 'more', 'important', 'things', 'that', 'people', 'getting', 'to', 'see', 'their', 'family', 'at', 'christmas']",66,9277906,9277881,1hour ago,"['kevin', 'mcdonnell', 'important', 'thing', 'people', 'get', 'see', 'family', 'christmas']",16,0,0,0,0,9,16.0,0.4375
13,5342,3225,262,"['sam', 'harms', 'like', 'spending', 'time', 'on', 'your', 'own']",84,9277939,9277881,49mins ago,"['sam', 'harms', 'like', 'spending', 'time']",8,1,0,0,0,8,8.0,0.375
14,5343,3235,262,"['sam', 'harms', 'no', 'there', 'isnt', 'sorry', 'xmas', 'is', 'about', 'spending', 'time', 'with', 'family…']",44,9277963,9277881,41mins ago,"['sam', 'harms', 'isnt', 'sorry', 'xmas', 'spending', 'time']",13,0,0,0,0,8,13.0,0.3846
15,5344,3227,262,"['kevin', 'mcdonnell', 'pubs', 'have', 'been', 'closed', 'since', 'march', 'except', 'for', 'a', '2', 'week', 'break', 'how', 'long', 'do', 'you', 'want', 'them', 'to', 'go', 'on', 'losing', 'their', 'livelihoods', 'they', 'gave', 'as', 'much', 'right', 'if', 'not', 'more', 'now', 'to', 'be', 'given', 'a', 'fair', 'go']",67,9277970,9277881,34mins ago,"['kevin', 'mcdonnell', 'pub', 'close', 'since', 'march', 'except', '2', 'week', 'break', 'long', 'want', 'go', 'lose', 'livelihood', 'give', 'much', 'right', 'give', 'fair', 'go']",41,0,0,0,0,11,41.0,0.4878
16,5345,3227,262,"['franny', 'ando', 'have']",6,9278035,9277881,3mins ago,"['franny', 'ando']",3,0,0,0,0,6,3.0,0.3333
17,5346,3229,262,"['will', 'the', 'checkpoints', 'that', 'are', 'one', 'sided', 'and', 'biased', 'against', 'dubliners', 'such', 'as', 'the', 'one', 'at', 'the', 'n11', 'bray', 'junction', 'be', 'switched', 'or', 'removed', 'im', 'sure', 'a', 'lot', 'of', 'people', 'from', 'surrounding', 'counties', 'will', 'be', 'visiting', 'grafton', 'street', 'dundrum', 'liffey', 'valley', 'etc']",101,9277857,9277857,1hour ago,"['checkpoint', 'one', 'side', 'bias', 'dubliners', 'one', 'n11', 'bray', 'junction', 'switch', 'remove', 'im', 'sure', 'lot', 'people', 'surround', 'county', 'visit', 'grafton', 'street', 'dundrum', 'liffey', 'valley', 'etc']",42,1,0,0,1,11,42.0,0.4286
18,5347,3236,262,"['david', 'lee', 'the', 'checkpoints', 'that', 'stop', '1', 'in', 'every', '1000', 'cars', 'what', 'an', 'utter', 'waste', 'of', 'taxpayer', 'money']",110,9277933,9277857,53mins ago,"['david', 'lee', 'checkpoint', 'stop', '1', 'every', '1000', 'car', 'utter', 'waste', 'taxpayer', 'money']",18,0,0,0,0,11,18.0,0.3333
19,5348,3237,262,"['dublin', 'bus', 'need', 'to', 'allow', 'more', 'passengers', 'on', 'the', 'buses', 'otherwise', 'ppl', 'just', 'won', '’', 't', 'go', 'into', 'the', 'city', 'center']",68,9277876,9277876,1hour ago,"['dublin', 'bus', 'need', 'allow', 'passenger', 'bus', 'otherwise', 'ppl', 'win', 'go', 'city', 'center']",19,0,0,0,0,10,21.0,0.4286
20,5349,3238,262,"['sandra', 'clifford', 'there', '’', 's', 'only', 'so', 'much', 'space', 'on', 'the', 'buses', 'for', '2m', 'social', 'distancing', 'and', 'less', 'ppl', 'in', 'the', 'city', 'centre', 'can', 'only', 'be', 'a', 'good', 'thing', 'for', 'smaller', 'local', 'shops', 'who', 'need', 'and', 'deserve', 'the', 'support']",41,9277924,9277876,56mins ago,"['sandra', 'clifford', 'much', 'space', 'bus', '2m', 'social', 'distancing', 'less', 'ppl', 'city', 'centre', 'good', 'thing', 'small', 'local', 'shop', 'need', 'deserve', 'support']",37,0,0,0,0,10,39.0,0.4615
21,5350,3239,262,"['sandra', 'clifford', 'how', 'do', 'you', 'propose', 'they', 'do', 'that', 'triple', 'deckers']",23,9277968,9277876,35mins ago,"['sandra', 'clifford', 'propose', 'triple', 'decker']",11,1,0,0,0,8,11.0,0.5455
22,5351,3240,262,"['please', 'people', 'the', 'government', 'has', 'no', 'choice', 'if', 'they', 'don', '’', 't', 'relax', 'the', 'restrictions', 'people', 'will', 'ignore', 'the', 'restrictions', 'even', 'more', 'shops', 'have', 'to', 'open', 'to', 'make', 'money', 'and', 'a', 'lot', 'of', 'shops', 'make', '3040', 'of', 'their', 'annual', 'income', 'during', 'christmas', 'what', 'the', 'rest', 'of', 'us', 'have', 'to', 'do', 'is', 'to', 'be', 'smart', 'still', 'limit', 'our', 'direct', 'interactions', 'with', 'people', '–', 'keep', 'it', 'to', 'essential', 'contacts', 'wash', 'hands', 'wear', 'the', 'mask', 'keep', 'the', '2m', 'distance', 'where', 'possible', 'protect', 'our', 'elderly', 'and', 'vulnerable']",59,9277983,9277983,29mins ago,"['please', 'people', 'government', 'choice', 'relax', 'restriction', 'people', 'ignore', 'restriction', 'even', 'shops', 'open', 'make', 'money', 'lot', 'shop', 'make', 'annual', 'income', 'christmas', 'rest', 'u', 'smart', 'still', 'limit', 'direct', 'interaction', 'people', 'keep', 'essential', 'contact', 'wash', 'hand', 'wear', 'mask', 'keep', '2m', 'distance', 'possible', 'protect', 'elderly', 'vulnerable']",81,0,0,0,0,12,83.0,0.4578
23,5352,3241,262,"['i', 'think', 'we', 'should', 'allow', 'them', 'open', 'on', 'monday', 'and', 'i', '’', 'm', 'someone', 'who', 'support', 'all', 'the', 'restrictions', 'i', '’', 'm', 'going', 'to', 'go', 'out', 'on', 'a', 'limb', 'here', 'and', 'say', 'that', 'if', 'january', 'gets', 'us', 'back', 'into', 'level', '5', 'its', 'something', 'that', 'we', 'will', 'probably', 'accept', 'as', 'its', 'a', 'month', 'where', 'we', 'can', 'easily', 'comply', 'with', 'restrictions', 'and', 'let', '’', 's', 'face', 'it', 'we', '’', 'd', 'probably', 'need', 'a', 'break', 'from', 'the', 'excesses', 'of', 'december', 'i', 'know', 'we', 'are', 'putting', 'lives', 'at', 'risk', 'here', 'but', 'if', 'we', 'learn', 'exactly', 'how', 'to', 'use', 'the', 'vaccines', 'and', 'what', 'they', 'can', 'do', 'we', 'might', 'be', 'able', 'to', 'limit', 'deaths', 'typing', 'that', 'reads', 'rather', 'crass', 'but', 'people', '’', 's', 'livelihoods', 'are', 'also', 'under', 'pressure', 'and', '40', 'of', 'annual', 'profits', 'in', 'retail', 'and', 'hospitality', 'are', 'derived', 'from', 'this', 'time', 'of', 'year', 'the', 'alternative', 'is', 'a', 'situation', 'worse', 'that', 'the', 'financial', 'crisis', 'add', 'in', 'brexit', 'and', 'we', 'have', 'a', 'perfect', 'storm', 'i', 'don', '’', 't', 'expect', 'pragmatism', 'from', 'our', 'government', 'but', 'they', 'must', 'be', 'made', 'aware', 'that', 'they', 'are', 'responsible', 'and', 'if', 'the', 'make', 'a', 'mess', 'of', 'it', 'its', 'their', 'jobs', 'on', 'the', 'line', 'too']",38,9277992,9277992,25mins ago,"['think', 'allow', 'open', 'monday', 'someone', 'support', 'restriction', 'go', 'go', 'limb', 'say', 'january', 'get', 'u', 'back', 'level', '5', 'something', 'probably', 'accept', 'month', 'easily', 'comply', 'restriction', 'let', 'face', 'probably', 'need', 'break', 'excess', 'december', 'know', 'put', 'life', 'risk', 'learn', 'exactly', 'use', 'vaccine', 'might', 'able', 'limit', 'death', 'type', 'read', 'rather', 'crass', 'people', 'livelihood', 'also', 'pressure', '40', 'annual', 'profit', 'retail', 'hospitality', 'derive', 'time', 'year', 'alternative', 'situation', 'worse', 'financial', 'crisis', 'add', 'brexit', 'perfect', 'storm', 'expect', 'pragmatism', 'government', 'must', 'make', 'aware', 'responsible', 'make', 'mess', 'job', 'line']",181,0,0,0,0,12,191.0,0.555
24,5353,3242,262,"['that', 'would', 'involve', 'common', 'sense', 'can', '’', 't', 'see', 'that', 'happening']",20,9278039,9278039,3mins ago,"['would', 'involve', 'common', 'sense', 'see', 'happen']",9,0,0,0,0,9,11.0,0.3636
25,5354,3243,263,"['gooпξɍλdλm', 'what', 'do', 'you', 'suggest', 'thenpeople', 'to', 'go', 'hungry', 'and', 'cold', 'in', 'their', 'homes']",3,9278072,9278040,3mins ago,"['gooпξɍλdλm', 'suggest', 'people', 'go', 'hungry', 'cold', 'home']",14,1,0,0,0,10,14.0,0.5
26,5355,3244,263,"['franny', 'ando', 'they', 'don', '’', 't', 'expect', 'general', 'rollout', 'of', 'the', 'vaccine', 'to', 'the', '‘', 'healthy', '’', 'population', 'until', 'mid', '2021', 'so', 'draw', 'an', 'inference', 'from', 'that', 'unfortunately…']",3,9278056,9278029,9mins ago,"['franny', 'ando', 'expect', 'general', 'rollout', 'vaccine', 'healthy', 'population', 'mid', '2021', 'draw', 'inference']",24,0,0,0,0,14,28.0,0.4286
27,5356,3245,263,"['anyone', 'got', 'a', 'delorean', 'and', 'a', 'flux', 'capacitor']",7,9278055,9278055,10mins ago,"['anyone', 'get', 'delorean', 'flux', 'capacitor']",8,1,0,0,0,9,8.0,0.375
28,5357,3246,263,"['i', '’', 'm', 'not', 'sure', 'about', 'taxing', 'the', 'pup', 'but', 'the', 'way', 'they', 'have', 'set', 'up', 'how', 'they', 'are', 'going', 'to', 'tax', 'the', 'twss', 'is', 'all', 'wrong', 'it', 'forces', 'employees', 'who', 'were', 'working', 'to', 'take', 'a', 'pay', 'cut']",7,9278062,9278062,7mins ago,"['sure', 'tax', 'pup', 'way', 'set', 'go', 'tax', 'twss', 'wrong', 'force', 'employee', 'work', 'take', 'pay', 'cut']",36,0,0,0,0,9,38.0,0.5789
29,5358,3247,263,"['wee', 'when']",54,9278077,9278032,32mins ago,['wee'],2,1,0,0,0,4,2.0,0.5
30,5359,3248,263,"['under', 'level5', 'lockdowns', 'if', 'people', 'stay', 'home', 'they', 'will', 'average', '1500', 'steps', 'per', 'day', 'walking', 'around', 'the', 'house', 'people', 'should', 'do', '10k', 'steps', 'per', 'day', 'when', 'attending', 'work', 'people', 'typically', 'put', 'up', '3000', 'to', '5000', 'from', 'that', 'activity', 'if', 'the', 'work', 'is', 'non', 'laborious', 'now', 'that', 'would', 'be', 'reduced', 'to', '1500', 'this', 'is', 'a', 'real', 'problem', 'you', 'are', 'short', '85k', 'steps', 'to', 'achieve', 'this', 'you', 'need', 'to', 'walk', '3km', 'twice', 'a', 'day', 'or', 'walk', '6km', 'in', 'one', 'go', 'nephet', 'should', 'be', 'giving', 'this', 'advice', 'but', 'now', 'you', 'know', 'it', 'get', 'out', 'and', 'start', 'walking', 'get', '6km', 'to', '7km', 'of', 'walking', 'per', 'day', 'to', 'ensure', 'your', 'health', 'is', 'not', 'another', 'victim', 'of', 'this', 'coronavirus', 'do', 'it', 'start', 'walking', 'today']",73,9278081,9278081,30mins ago,"['level5', 'lockdown', 'people', 'stay', 'home', 'average', '1500', 'step', 'per', 'day', 'walk', 'around', 'house', 'people', '10k', 'step', 'per', 'day', 'attend', 'work', 'people', 'typically', 'put', '3000', '5000', 'activity', 'work', 'non', 'laborious', 'would', 'reduce', '1500', 'real', 'problem', 'short', 'step', 'achieve', 'need', 'walk', '3km', 'twice', 'day', 'walk', '6km', 'one', 'go', 'nephet', 'give', 'advice', 'know', 'get', 'start', 'walk', 'get', '6km', '7km', 'walk', 'per', 'day', 'ensure', 'health', 'another', 'victim', 'coronavirus', 'start', 'walk', 'today']",118,0,0,0,0,11,118.0,0.4237
31,5360,3249,263,"['david', 'lee', 'unlikely', 'none', 'of', 'the', 'vaccines', 'have', 'met', 'ema', 'approval', 'and', 'that', 'won', '’', 't', 'happen', 'till', 'the', 'end', 'of', 'december', 'for', 'the', 'first', 'lot', 'the', 'first', 'batches', 'will', 'be', 'few', 'in', 'number', 'so', 'vulnerable', 'people', 'won', '’', 't', 'even', 'start', 'to', 'be', 'vaccinated', 'by', 'then', 'at', 'that', 'point', 'you', 'can', 'expect', 'some', 'of', 'our', 'frontline', 'workers', 'to', 'be', 'vaccinated', 'but', 'that', '’', 's', 'about', 'it']",7,9278099,9278048,14mins ago,"['david', 'lee', 'unlikely', 'none', 'vaccine', 'meet', 'ema', 'approval', 'win', 'happen', 'till', 'end', 'december', 'first', 'lot', 'first', 'batch', 'number', 'vulnerable', 'people', 'win', 'even', 'start', 'vaccinate', 'point', 'expect', 'frontline', 'worker', 'vaccinate']",61,0,0,0,0,10,67.0,0.5522
32,5361,3250,262,"['kevin', 'mcdonnell', 'well', 'you', 'have', 'gotten', 'your', 'wish', 'for', 'the', 'last', '89', 'months', 'let', 'those', 'who', 'work', 'in', 'that', 'industry', 'start', 'to', 'make', 'a', 'living', 'again']",28,9278085,9277881,28mins ago,"['kevin', 'mcdonnell', 'well', 'get', 'wish', 'last', 'month', 'let', 'work', 'industry', 'start', 'make', 'living']",26,0,0,0,0,9,26.0,0.4615
33,5362,3251,262,"['kieran', 'hayes', 'or', 'spending', 'time', 'with', 'people', 'beyond', 'family', '–', 'people', 'who', 'live', 'on', 'their', 'own', 'that', 'might', 'bee', 'visiting', 'family', 'for', 'just', 'onee', 'day', 'and', 'on', 'their', 'own', 'the', 'rest', 'of', 'time', 'for', 'people', 'without', 'families', 'who', 'need', 'to', 'see', 'friends', 'or', 'extended', 'family', 'like', 'people', 'in', 'the', 'hospitality', 'and', 'other', 'sectors', 'who', 'have', 'had', 'their', 'livelihoods', 'destroyed', 'like', 'business', 'owners', 'who', 'may', 'not', 'be', 'able', 'to', 'open', 'their', 'doors']",13,9278089,9277881,25mins ago,"['kieran', 'hayes', 'spending', 'time', 'people', 'beyond', 'family', 'people', 'live', 'might', 'bee', 'visit', 'family', 'onee', 'day', 'rest', 'time', 'people', 'without', 'family', 'need', 'see', 'friend', 'extend', 'family', 'like', 'people', 'hospitality', 'sector', 'livelihood', 'destroy', 'like', 'business', 'owner', 'may', 'able', 'open', 'door']",71,1,0,0,0,11,71.0,0.4507
34,5363,3233,262,"['franny', 'ando', 'it', '’', 's', 'a', 'choice', 'between', 'terrible', 'and', 'even', 'worse…', 'of', 'course', 'i', 'sympathise', 'with', 'bar', 'owners', 'but', 'we', 'can', 'not', 'ignore', 'the', 'fact', 'that', 'opening', 'the', 'pubs', 'will', 'lead', 'to', 'more', 'transmission', 'which', 'will', 'lead', 'to', 'more', 'illness', 'and', 'death', 'opening', 'pubs', 'right', 'before', 'the', 'biggest', 'get', 'together', 'of', 'the', 'year', 'will', 'cost', 'lives', 'no', 'pleasure', 'in', 'saying', 'that', 'but', 'it', 'is', 'a', 'truth', 'we', 'can', 'not', 'ignore']",4,9278106,9277881,7mins ago,"['franny', 'ando', 'choice', 'terrible', 'even', 'course', 'sympathise', 'bar', 'owner', 'ignore', 'fact', 'open', 'pub', 'lead', 'transmission', 'lead', 'illness', 'death', 'opening', 'pub', 'right', 'big', 'get', 'together', 'year', 'cost', 'life', 'pleasure', 'say', 'truth', 'ignore']",67,0,0,0,0,12,71.0,0.5352
35,5364,3253,262,"['richard', 'putting', 'on', 'more', 'busses', 'full', 'fleet', 'not', 'in', 'use', 'at', 'the', 'moment']",5,9278093,9277876,21mins ago,"['richard', 'putting', 'bus', 'full', 'fleet', 'use', 'moment']",13,0,0,0,0,7,13.0,0.4615
36,5365,3254,262,"['as', 'someone', 'who', 'has', 'obeyed', 'every', 'single', 'restriction', 'so', 'far', 'during', 'this', 'pandemic', 'despite', 'living', 'alone', 'and', 'feeling', 'isolated', 'at', 'times', 'i', 'think', 'the', 'entire', 'country', 'should', 'be', 'opened', 'up', 'as', 'from', 'next', 'week', 'what', 'is', 'christmas', 'without', 'family', 'interaction', 'personally', 'i', 'think', 'we', 'will', 'be', 'headed', 'to', 'level', '5', 'again', 'in', 'january', 'as', 'it', 'looks', 'like', 'vaccine', 'will', 'not', 'be', 'available', 'so', 'let', 'us', 'celebrate', 'this', 'christmas', 'with', 'families', 'and', 'friends', 'if', 'we', 'follow', 'common', 'sense', 'rules', 'over', 'the', 'christmas', 'period', 'while', 'enjoying', 'our', 'time', 'with', 'families', 'and', 'friends', 'we', 'can', 'cope', 'with', 'whatever', 'comes', 'our', 'way']",45,9278073,9278073,35mins ago,"['someone', 'obey', 'every', 'single', 'restriction', 'far', 'pandemic', 'despite', 'live', 'alone', 'feel', 'isolate', 'time', 'think', 'entire', 'country', 'open', 'next', 'week', 'christmas', 'without', 'family', 'interaction', 'personally', 'think', 'head', 'level', '5', 'january', 'look', 'like', 'vaccine', 'available', 'let', 'u', 'celebrate', 'christmas', 'family', 'friend', 'follow', 'common', 'sense', 'rule', 'christmas', 'period', 'enjoy', 'time', 'family', 'friend', 'cope', 'whatever', 'come', 'way']",102,1,0,0,0,11,98.0,0.4592
37,5366,3241,262,"['mary', 'mc', 'carthy', 'here', 'here']",26,9278080,9278073,31mins ago,"['mary', 'mc', 'carthy']",5,0,0,0,0,6,5.0,0.4
38,5367,3251,262,"['mary', 'mc', 'carthy', 'well', 'said', 'the', 'reality', 'is', 'we', 'are', 'likely', 'to', 'be', 'in', 'l5', 'regardless', 'come', 'jan', 'try', 'to', 'keep', 'people', 'separate', 'through', 'christmas', 'and', 'you', 'will', 'have', 'an', 'avalanche', 'of', 'breaches', 'from', 'just', 'visiting', 'that', 'couple', 'down', 'thhe', 'road', 'today', 'and', 'only', 'aunty', 'mary', 'tomorrow', 'and', 'your', 'bestie', 'for', 'just', 'a', 'glass', 'of', 'wine', 'the', 'day', 'after', 'to', 'full', 'on', 'house', 'parties', 'and', 'the', 'consequence', 'of', 'that', 'will', 'be', 'far', 'more', 'severe', 'than', 'sitting', 'in', 'a', 'pub', 'or', 'a', 'restaurant', 'adhering', 'to', 'guidelines']",20,9278092,9278073,22mins ago,"['mary', 'mc', 'carthy', 'well', 'say', 'reality', 'likely', 'l5', 'regardless', 'come', 'jan', 'try', 'keep', 'people', 'separate', 'christmas', 'avalanche', 'breach', 'visit', 'couple', 'thhe', 'road', 'today', 'aunty', 'mary', 'tomorrow', 'bestie', 'glass', 'wine', 'day', 'full', 'house', 'party', 'consequence', 'far', 'severe', 'sit', 'pub', 'restaurant', 'adhere', 'guideline']",85,0,1,0,0,11,85.0,0.5176
39,5368,3257,262,"['a', 'level', '0', 'exit', 'strategy', 'for', 'spring', '2021', 'would', 'also', 'be', 'nice', 'unlikely', 'hse', 'will', 'be', 'able', 'to', 'vaccinate', 'everyone', 'by', 'february', 'or', 'march', '2021']",10,9278061,9278061,41mins ago,"['level', '0', 'exit', 'strategy', 'spring', '2021', 'would', 'also', 'nice', 'unlikely', 'hse', 'able', 'vaccinate', 'everyone', 'february', 'march', '2021']",25,0,0,0,0,9,25.0,0.32
40,5369,3241,262,"['declan', 'mcardle', 'certainly', '2', 'the', 'vaccines', 'should', 'be', 'rolled', 'out', 'to', 'those', 'at', 'risk', 'by', 'then', 'and', 'then', 'the', 'rest', 'of', 'us', 'can', 'get', 'it', 'if', 'we', 'wish']",10,9278078,9278061,32mins ago,"['declan', 'mcardle', 'certainly', '2', 'vaccine', 'roll', 'risk', 'rest', 'u', 'get', 'wish']",28,0,0,0,0,9,28.0,0.6071
41,5370,3259,265,"['fine', 'gael', 'have', 'been', 'trying', 'very', 'hard', 'of', 'late', 'to', 'push', 'the', 'narrative', 'that', 'sinn', 'féin', 'are', 'the', 'richest', 'political', 'party', 'in', 'the', 'country', 'hahaha']",296,9277771,9277771,2hours ago,"['fine', 'gael', 'try', 'hard', 'late', 'push', 'narrative', 'sinn', 'féin', 'rich', 'political', 'party', 'country', 'hahaha']",25,0,1,0,0,9,25.0,0.44
42,5371,3260,265,"['seán', 'o', '’', 'loughlin', '4', 'million', 'is', 'greater', 'than', '79000']",175,9277780,9277771,2hours ago,"['seán', 'loughlin', '4', 'million', 'great']",8,0,0,0,0,8,10.0,0.3
43,5372,3261,265,"['denis', 'ryan', 'but', 'you', '’', 'd', 'have', 'to', 'have', 'read', 'the', 'article', 'to', 'know', 'what', 'you', 'mean', 'by', 'that']",97,9277785,9277771,2hours ago,"['denis', 'ryan', 'read', 'article', 'know', 'mean']",17,0,0,0,0,7,19.0,0.6316
44,5373,3262,265,"['denis', 'ryan', 'fine', 'gael', 'td', '’', 's', 'are', 'all', 'millionaires']",99,9277797,9277771,2hours ago,"['denis', 'ryan', 'fine', 'gael', 'td', 'millionaire']",8,0,0,0,0,12,10.0,0.3
45,5374,3261,265,"['dean', 'dalton', 'jaysus…', 'do', 'they', 'eat', 'babies', 'too']",48,9277804,9277771,2hours ago,"['dean', 'dalton', 'eat', 'baby']",8,1,0,0,0,7,8.0,0.375
46,5375,3263,265,"['denis', 'ryan', 'seems', 'like', 'sf', 'put', 'money', 'into', 'their', 'party', 'whereas', 'fg', 'put', 'money', 'into', 'their', 'pockets']",87,9277827,9277771,2hours ago,"['denis', 'ryan', 'seem', 'like', 'sf', 'put', 'money', 'party', 'whereas', 'fg', 'put', 'money', 'pocket']",17,0,0,0,0,7,17.0,0.2353
47,5376,3262,265,"['david', 'clements', 'not', 'that', 'i', '’', 'm', 'aware', 'of', 'but', 'they', 'do', 'bury', 'reports', 'about', 'dead', 'babies']",120,9277835,9277771,2hours ago,"['david', 'clements', 'aware', 'bury', 'report', 'dead', 'baby']",15,0,0,0,0,8,17.0,0.5294
48,5377,3259,265,"['denis', 'ryan', 'fg', 'consistently', 'spend', 'the', 'most', 'on', 'their', 'social', 'media', 'advertising', 'and', 'elections', 'it', '’', 's', 'easy', 'saying', '4', 'million', 'is', 'greater', 'than', '79000', 'but', 'cumulatively', 'how', 'much', 'is', 'in', 'fgs', 'coffers', 'also', 'the', 'individual', 'oireachtas', 'members', 'of', 'fg', 'are', 'all', 'up', 'there', 'as', 'the', 'richest', 'oireachtas', 'members']",75,9277845,9277771,2hours ago,"['denis', 'ryan', 'fg', 'consistently', 'spend', 'social', 'medium', 'advertising', 'election', 'easy', 'say', '4', 'million', 'great', 'cumulatively', 'much', 'fgs', 'coffer', 'also', 'individual', 'oireachtas', 'member', 'fg', 'rich', 'oireachtas', 'member']",47,1,0,0,0,12,49.0,0.4286
49,5378,3261,265,"['dean', 'dalton', 'nicely', 'played…']",28,9277846,9277771,2hours ago,"['dean', 'dalton', 'nicely']",4,0,0,0,0,7,4.0,0.0
50,5379,3264,265,"['the', 'articles', 'says', 'labour', 'received', '2500', 'but', 'the', 'caption', 'shows', '21800', 'am', 'i', 'missing', 'something']",7,9277849,9277771,2hours ago,"['article', 'say', 'labour', 'receive', 'caption', 'show', 'miss', 'something']",16,1,0,0,0,9,15.0,0.3333
51,5380,3265,265,"['seán', 'o', '’', 'loughlin', 'what', 'part', 'of', 'sf', 'press', 'office', 'do', 'you', 'work', 'in']",27,9277890,9277771,1hour ago,"['seán', 'loughlin', 'part', 'sf', 'press', 'office', 'work']",12,0,0,0,0,8,14.0,0.4286
